protein,pdb_id,crystal_id,species_name,species_class,concentration_bin,pH_bin,temperature_bin,method_family,observed_in_structure_label
ribonuclease,7SO3,1,magnesium,Metal/cations,low-mid,mildly basic,cold,vapor diffusion - hanging drop,1
ribonuclease,7SO4,1,magnesium,Metal/cations,low-mid,mildly acidic,cold,vapor diffusion - hanging drop,0
ribonuclease,7SO6,1,magnesium,Metal/cations,low-mid,mildly acidic,cold,vapor diffusion - hanging drop,1
ribonuclease,7U5Z,1,magnesium,Metal/cations,low-mid,mildly acidic,cold,vapor diffusion - hanging drop,0
ribonuclease,7VWO,1,magnesium,Metal/cations,low-mid,missing,ambient,vapor diffusion - hanging drop,0
ribonuclease,7WNU,1,magnesium,Metal/cations,mid,missing,ambient,vapor diffusion - hanging drop,0
ribonuclease,8DX2,1,magnesium,Metal/cations,low-mid,neutral,cold,vapor diffusion - hanging drop,1
ribonuclease,8DX3,1,magnesium,Metal/cations,low-mid,neutral,cold,vapor diffusion - sitting drop,1
ribonuclease,8DX8,1,magnesium,Metal/cations,low-mid,neutral,cold,vapor diffusion - sitting drop,1
ribonuclease,8DXE,1,magnesium,Metal/cations,low-mid,neutral,cold,vapor diffusion - sitting drop,1
ribonuclease,8DXG,1,magnesium,Metal/cations,low-mid,neutral,cold,vapor diffusion - sitting drop,1
ribonuclease,8DXH,1,magnesium,Metal/cations,low-mid,missing,cold,vapor diffusion - sitting drop,1
ribonuclease,8DXI,1,magnesium,Metal/cations,low-mid,neutral,cold,vapor diffusion - sitting drop,1
ribonuclease,8DXJ,1,magnesium,Metal/cations,low-mid,neutral,cold,vapor diffusion - sitting drop,1
ribonuclease,8DXK,1,magnesium,Metal/cations,low-mid,neutral,cold,vapor diffusion - sitting drop,1
ribonuclease,8DXL,1,magnesium,Metal/cations,low-mid,neutral,cold,vapor diffusion - sitting drop,1
ribonuclease,8DXM,1,magnesium,Metal/cations,low-mid,missing,cold,vapor diffusion - sitting drop,1
ribonuclease,8FE8,1,magnesium,Metal/cations,low-mid,missing,cold,vapor diffusion - hanging drop,0
ribonuclease,8FFX,1,magnesium,Metal/cations,low-mid,missing,cold,vapor diffusion - hanging drop,0
ribonuclease,8RZF,1,magnesium,Metal/cations,missing,missing,missing,missing,1
ribonuclease,8STP,1,magnesium,Metal/cations,low-mid,mildly basic,cold,vapor diffusion - hanging drop,0
ribonuclease,8STQ,1,magnesium,Metal/cations,low-mid,neutral,cold,vapor diffusion - hanging drop,1
ribonuclease,8STR,1,magnesium,Metal/cations,low-mid,missing,cold,vapor diffusion - hanging drop,0
ribonuclease,8STS,1,magnesium,Metal/cations,low-mid,neutral,cold,vapor diffusion - hanging drop,1
ribonuclease,8STT,1,magnesium,Metal/cations,low-mid,mildly acidic,cold,vapor diffusion - hanging drop,1
ribonuclease,8STU,1,magnesium,Metal/cations,low-mid,mildly acidic,cold,vapor diffusion - hanging drop,1
ribonuclease,8STV,1,magnesium,Metal/cations,low-mid,mildly acidic,cold,vapor diffusion - hanging drop,1
ribonuclease,8U69,1,magnesium,Metal/cations,low-mid,mildly acidic,cold,vapor diffusion - hanging drop,0
ribonuclease,8U6A,1,magnesium,Metal/cations,low-mid,acidic,cold,vapor diffusion - hanging drop,0
ribonuclease,8U6B,1,magnesium,Metal/cations,low-mid,mildly acidic,cold,vapor diffusion - hanging drop,0
ribonuclease,8U6C,1,magnesium,Metal/cations,low-mid,acidic,cold,vapor diffusion - hanging drop,0
ribonuclease,8U6D,1,magnesium,Metal/cations,low-mid,acidic,cold,vapor diffusion - hanging drop,0
ribonuclease,8U6E,1,magnesium,Metal/cations,low-mid,mildly acidic,cold,vapor diffusion - hanging drop,1
ribonuclease,8U6F,1,magnesium,Metal/cations,low-mid,neutral,cold,vapor diffusion - hanging drop,0
ribonuclease,8U6G,1,magnesium,Metal/cations,low-mid,neutral,cold,vapor diffusion - hanging drop,1
ribonuclease,8U6H,1,magnesium,Metal/cations,low-mid,mildly acidic,cold,vapor diffusion - hanging drop,0
ribonuclease,8U6I,1,magnesium,Metal/cations,low-mid,mildly acidic,cold,vapor diffusion - hanging drop,1
ribonuclease,8U6J,1,magnesium,Metal/cations,low-mid,neutral,cold,vapor diffusion - hanging drop,1
ribonuclease,8U6K,1,magnesium,Metal/cations,low-mid,acidic,cold,vapor diffusion - hanging drop,1
ribonuclease,8U6L,1,magnesium,Metal/cations,low-mid,mildly acidic,cold,vapor diffusion - hanging drop,1
ribonuclease,8U6M,1,magnesium,Metal/cations,low-mid,neutral,cold,vapor diffusion - unspecified,0
ribonuclease,8U6O,1,magnesium,Metal/cations,low-mid,mildly acidic,cold,vapor diffusion - hanging drop,0
ribonuclease,8U6P,1,magnesium,Metal/cations,low-mid,missing,cold,vapor diffusion - hanging drop,1
ribonuclease,8U6Q,1,magnesium,Metal/cations,low-mid,mildly acidic,cold,vapor diffusion - hanging drop,0
ribonuclease,8U6R,1,magnesium,Metal/cations,low-mid,neutral,cold,vapor diffusion - hanging drop,0
ribonuclease,8U6S,1,magnesium,Metal/cations,low-mid,neutral,cold,vapor diffusion - hanging drop,1
ribonuclease,8U6T,1,magnesium,Metal/cations,low-mid,mildly acidic,cold,vapor diffusion - hanging drop,1
ribonuclease,8VU9,1,magnesium,Metal/cations,low-mid,missing,cold,vapor diffusion - hanging drop,1
ribonuclease,8VUB,1,magnesium,Metal/cations,low-mid,missing,cold,vapor diffusion - hanging drop,1
ribonuclease,8VUF,1,magnesium,Metal/cations,low-mid,missing,cold,vapor diffusion - hanging drop,1
ribonuclease,8VUM,1,magnesium,Metal/cations,low-mid,missing,cold,vapor diffusion - hanging drop,1
ribonuclease,9DM9,1,magnesium,Metal/cations,trace-low,missing,ambient,vapor diffusion - hanging drop,1
ribonuclease,9MXB,1,magnesium,Metal/cations,low-mid,mildly acidic,cold,vapor diffusion - hanging drop,0
ribonuclease,1UCG,1,manganese,Metal/cations,missing,neutral,ambient,vapor diffusion - hanging drop,1
ribonuclease,3GME,1,manganese,Metal/cations,low-mid,missing,missing,vapor diffusion - unspecified,1
ribonuclease,3QLH,1,manganese,Metal/cations,very high,mildly basic,cold,vapor diffusion - hanging drop,1
ribonuclease,4NYN,1,manganese,Metal/cations,low-mid,neutral,cold,vapor diffusion - sitting drop,1
ribonuclease,4QAG,1,manganese,Metal/cations,low-mid,mildly basic,ambient,vapor diffusion - hanging drop,1
ribonuclease,8JYI,1,manganese,Metal/cations,trace-low,neutral,ambient,vapor diffusion - sitting drop,1
ribonuclease,1O0W,1,nitrate,Anions,mid,neutral,ambient,vapor diffusion - sitting drop,0
ribonuclease,3T0O,1,nitrate,Anions,mid,missing,ambient,vapor diffusion - hanging drop,0
ribonuclease,4CZX,1,nitrate,Anions,low-mid,neutral,missing,unspecified/other,0
ribonuclease,4CZY,1,nitrate,Anions,low-mid,neutral,missing,unspecified/other,0
ribonuclease,1A2W,1,phosphate,Anions,high,mildly basic,missing,unspecified/other,0
ribonuclease,1AFK,1,phosphate,Anions,trace-low,mildly acidic,ambient,unspecified/other,1
ribonuclease,1AFL,1,phosphate,Anions,low-mid,mildly acidic,ambient,unspecified/other,1
ribonuclease,1F0V,1,phosphate,Anions,mid,neutral,ambient,vapor diffusion - hanging drop,1
ribonuclease,1I70,1,phosphate,Anions,missing,neutral,ambient,vapor diffusion - hanging drop,0
ribonuclease,1I8V,1,phosphate,Anions,missing,neutral,ambient,vapor diffusion - hanging drop,0
ribonuclease,1KM8,1,phosphate,Anions,missing,missing,missing,missing,1
ribonuclease,1KM9,1,phosphate,Anions,missing,acidic,ambient,vapor diffusion - hanging drop,1
ribonuclease,1PY3,1,phosphate,Anions,missing,neutral,ambient,vapor diffusion - hanging drop,0
ribonuclease,1PYL,1,phosphate,Anions,missing,neutral,ambient,vapor diffusion - hanging drop,0
ribonuclease,1R6M,1,phosphate,Anions,missing,mildly acidic,ambient,vapor diffusion - hanging drop,1
ribonuclease,1RRA,1,phosphate,Anions,trace-low,mildly acidic,missing,unspecified/other,1
ribonuclease,1T2H,1,phosphate,Anions,missing,neutral,ambient,vapor diffusion - hanging drop,0
ribonuclease,1T2I,1,phosphate,Anions,missing,neutral,ambient,vapor diffusion - hanging drop,0
ribonuclease,3BCM,1,phosphate,Anions,mid,missing,missing,missing,1
ribonuclease,3BCP,1,phosphate,Anions,mid,mildly acidic,cold,vapor diffusion - hanging drop,0
ribonuclease,3D4A,1,phosphate,Anions,missing,neutral,ambient,vapor diffusion - hanging drop,1
ribonuclease,3D5I,1,phosphate,Anions,missing,neutral,ambient,vapor diffusion - hanging drop,0
ribonuclease,3DGY,1,phosphate,Anions,missing,neutral,ambient,vapor diffusion - hanging drop,1
ribonuclease,3DH2,1,phosphate,Anions,missing,neutral,ambient,vapor diffusion - hanging drop,1
ribonuclease,3DI6,1,phosphate,Anions,low-mid,missing,missing,missing,0
ribonuclease,3DYA,1,phosphate,Anions,low-mid,missing,missing,missing,0
ribonuclease,3U3G,1,phosphate,Anions,high,missing,missing,missing,0
ribonuclease,4CZX,1,phosphate,Anions,low-mid,neutral,missing,unspecified/other,1
ribonuclease,4CZY,1,phosphate,Anions,low-mid,neutral,missing,unspecified/other,0
ribonuclease,4GHO,1,phosphate,Anions,missing,neutral,ambient,vapor diffusion - hanging drop,0
ribonuclease,4J5K,1,phosphate,Anions,mid,neutral,ambient,vapor diffusion - hanging drop,0
ribonuclease,4J5Z,1,phosphate,Anions,low-mid,mildly acidic,ambient,vapor diffusion - hanging drop,0
ribonuclease,4J60,1,phosphate,Anions,low-mid,mildly acidic,ambient,vapor diffusion - hanging drop,0
ribonuclease,4J61,1,phosphate,Anions,low-mid,mildly acidic,ambient,vapor diffusion - hanging drop,0
ribonuclease,4J62,1,phosphate,Anions,low-mid,mildly acidic,ambient,vapor diffusion - hanging drop,0
ribonuclease,4J63,1,phosphate,Anions,low-mid,mildly acidic,ambient,vapor diffusion - hanging drop,0
ribonuclease,4J64,1,phosphate,Anions,low-mid,mildly acidic,ambient,vapor diffusion - hanging drop,0
ribonuclease,4J65,1,phosphate,Anions,low-mid,mildly acidic,ambient,vapor diffusion - hanging drop,0
ribonuclease,4J66,1,phosphate,Anions,low-mid,mildly acidic,ambient,vapor diffusion - hanging drop,0
ribonuclease,4J67,1,phosphate,Anions,low-mid,mildly acidic,ambient,vapor diffusion - hanging drop,0
ribonuclease,4J68,1,phosphate,Anions,low-mid,mildly acidic,ambient,vapor diffusion - hanging drop,0
ribonuclease,4J69,1,phosphate,Anions,low-mid,mildly acidic,ambient,vapor diffusion - hanging drop,0
ribonuclease,4J6A,1,phosphate,Anions,low-mid,mildly acidic,ambient,vapor diffusion - hanging drop,0
ribonuclease,4XGQ,1,phosphate,Anions,high,missing,missing,missing,0
ribonuclease,5ARK,1,phosphate,Anions,mid,neutral,missing,unspecified/other,1
ribonuclease,5DMR,1,phosphate,Anions,missing,missing,missing,missing,0
ribonuclease,5OAB,1,phosphate,Anions,high,missing,missing,missing,1
ribonuclease,5SWM,1,phosphate,Anions,mid,missing,missing,missing,0
ribonuclease,5UV5,1,phosphate,Anions,missing,mildly acidic,ambient,vapor diffusion - unspecified,0
ribonuclease,6AOC,1,phosphate,Anions,missing,mildly acidic,ambient,vapor diffusion - unspecified,0
ribonuclease,6D1R,1,phosphate,Anions,mid,missing,missing,missing,0
ribonuclease,6ECL,1,phosphate,Anions,missing,mildly acidic,cold,vapor diffusion - unspecified,0
ribonuclease,6ENP,1,phosphate,Anions,high,acidic,ambient,vapor diffusion - hanging drop,1
ribonuclease,6MV6,1,phosphate,Anions,low-mid,missing,cold,vapor diffusion - unspecified,1
ribonuclease,6MV7,1,phosphate,Anions,low-mid,missing,ambient,vapor diffusion - unspecified,1
ribonuclease,1EKE,1,potassium,Metal/cations,missing,mildly acidic,ambient,unspecified/other,0
ribonuclease,1M07,1,potassium,Metal/cations,mid,mildly acidic,ambient,vapor diffusion - hanging drop,0
ribonuclease,1NZ0,1,potassium,Metal/cations,missing,acidic,ambient,vapor diffusion - hanging drop,0
ribonuclease,1O0W,1,potassium,Metal/cations,mid,neutral,ambient,vapor diffusion - sitting drop,0
ribonuclease,2APQ,1,potassium,Metal/cations,mid,missing,missing,missing,0
ribonuclease,2YNF,1,potassium,Metal/cations,high,missing,missing,missing,0
ribonuclease,2YNG,1,potassium,Metal/cations,high,missing,missing,missing,0
ribonuclease,2YNH,1,potassium,Metal/cations,high,missing,missing,missing,0
ribonuclease,2YNI,1,potassium,Metal/cations,high,missing,missing,missing,0
ribonuclease,2ZAE,1,potassium,Metal/cations,mid,mildly basic,ambient,vapor diffusion - hanging drop,0
ribonuclease,3DI6,1,potassium,Metal/cations,low-mid,missing,missing,missing,0
ribonuclease,3DYA,1,potassium,Metal/cations,low-mid,missing,missing,missing,0
ribonuclease,3P56,1,potassium,Metal/cations,mid,neutral,cold,vapor diffusion - sitting drop,0
ribonuclease,4B3P,1,potassium,Metal/cations,mid,missing,missing,missing,0
ribonuclease,4BWX,1,potassium,Metal/cations,mid,neutral,missing,unspecified/other,0
ribonuclease,4D0K,1,potassium,Metal/cations,mid,missing,missing,missing,0
ribonuclease,4G8K,1,potassium,Metal/cations,low-mid,neutral,ambient,vapor diffusion - unspecified,0
ribonuclease,4MH8,1,potassium,Metal/cations,missing,neutral,ambient,vapor diffusion - hanging drop,0
ribonuclease,4XGL,1,potassium,Metal/cations,missing,mildly acidic,ambient,vapor diffusion - hanging drop,0
ribonuclease,5OAB,1,potassium,Metal/cations,high,missing,missing,missing,1
ribonuclease,5OHG,1,potassium,Metal/cations,mid,basic,ambient,vapor diffusion - sitting drop,0
ribonuclease,5UV5,1,potassium,Metal/cations,missing,mildly acidic,ambient,vapor diffusion - unspecified,0
ribonuclease,6AOC,1,potassium,Metal/cations,missing,mildly acidic,ambient,vapor diffusion - unspecified,0
ribonuclease,6CQC,1,potassium,Metal/cations,mid,acidic,ambient,vapor diffusion - sitting drop,0
ribonuclease,6CWX,1,potassium,Metal/cations,mid,mildly basic,ambient,vapor diffusion - hanging drop,0
ribonuclease,6D1R,1,potassium,Metal/cations,mid,missing,missing,missing,0
ribonuclease,6DOJ,1,potassium,Metal/cations,mid,missing,ambient,vapor diffusion - hanging drop,1
ribonuclease,6DOK,1,potassium,Metal/cations,mid,missing,ambient,vapor diffusion - hanging drop,1
ribonuclease,6DOL,1,potassium,Metal/cations,mid,missing,ambient,vapor diffusion - hanging drop,1
ribonuclease,6DOM,1,potassium,Metal/cations,mid,missing,ambient,vapor diffusion - hanging drop,1
ribonuclease,6DON,1,potassium,Metal/cations,mid,missing,ambient,vapor diffusion - hanging drop,1
ribonuclease,6DOO,1,potassium,Metal/cations,mid,missing,ambient,vapor diffusion - hanging drop,1
ribonuclease,6DOR,1,potassium,Metal/cations,mid,missing,ambient,vapor diffusion - hanging drop,1
ribonuclease,6DOS,1,potassium,Metal/cations,mid,missing,ambient,vapor diffusion - hanging drop,1
ribonuclease,6ECL,1,potassium,Metal/cations,missing,mildly acidic,cold,vapor diffusion - unspecified,0
ribonuclease,6G63,1,potassium,Metal/cations,mid,basic,ambient,vapor diffusion - sitting drop,0
ribonuclease,6QTM,1,potassium,Metal/cations,high,mildly acidic,ambient,vapor diffusion - hanging drop,0
ribonuclease,7DCY,1,potassium,Metal/cations,mid,missing,ambient,microbatch,0
ribonuclease,7DIC,1,potassium,Metal/cations,mid,missing,ambient,microbatch,0
ribonuclease,7DID,1,potassium,Metal/cations,mid,missing,ambient,microbatch,0
ribonuclease,7KSF,1,potassium,Metal/cations,low-mid,mildly acidic,ambient,vapor diffusion - sitting drop,0
ribonuclease,7VWO,1,potassium,Metal/cations,mid,missing,ambient,vapor diffusion - hanging drop,0
ribonuclease,1A2W,1,sodium,Metal/cations,high,mildly basic,missing,unspecified/other,0
ribonuclease,1A4Y,1,sodium,Metal/cations,low-mid,missing,missing,missing,0
ribonuclease,1AFK,1,sodium,Metal/cations,low-mid,mildly acidic,ambient,unspecified/other,0
ribonuclease,1AFL,1,sodium,Metal/cations,low-mid,mildly acidic,ambient,unspecified/other,0
ribonuclease,1AFU,1,sodium,Metal/cations,low-mid,mildly acidic,missing,unspecified/other,0
ribonuclease,1C8W,1,sodium,Metal/cations,missing,mildly acidic,ambient,vapor diffusion - hanging drop,0
ribonuclease,1C9V,1,sodium,Metal/cations,mid,mildly acidic,ambient,vapor diffusion - hanging drop,0
ribonuclease,1C9X,1,sodium,Metal/cations,mid,mildly acidic,ambient,vapor diffusion - hanging drop,0
ribonuclease,1EIC,1,sodium,Metal/cations,missing,mildly acidic,ambient,vapor diffusion - hanging drop,0
ribonuclease,1EID,1,sodium,Metal/cations,missing,mildly acidic,ambient,vapor diffusion - hanging drop,0
ribonuclease,1EIE,1,sodium,Metal/cations,missing,mildly acidic,ambient,vapor diffusion - hanging drop,0
ribonuclease,1EOS,1,sodium,Metal/cations,missing,missing,missing,missing,0
ribonuclease,1FS3,1,sodium,Metal/cations,missing,mildly acidic,ambient,vapor diffusion - hanging drop,0
ribonuclease,1FZU,1,sodium,Metal/cations,missing,acidic,ambient,vapor diffusion - hanging drop,0
ribonuclease,1G02,1,sodium,Metal/cations,missing,acidic,ambient,vapor diffusion - hanging drop,0
ribonuclease,1I2E,1,sodium,Metal/cations,missing,acidic,ambient,vapor diffusion - hanging drop,0
ribonuclease,1I2F,1,sodium,Metal/cations,missing,acidic,ambient,vapor diffusion - hanging drop,0
ribonuclease,1I2G,1,sodium,Metal/cations,missing,acidic,ambient,vapor diffusion - hanging drop,0
ribonuclease,1I39,1,sodium,Metal/cations,low-mid,missing,missing,missing,0
ribonuclease,1I3A,1,sodium,Metal/cations,low-mid,missing,missing,missing,0
ribonuclease,1I3F,1,sodium,Metal/cations,missing,acidic,ambient,vapor diffusion - hanging drop,0
ribonuclease,1I3I,1,sodium,Metal/cations,missing,acidic,ambient,vapor diffusion - hanging drop,0
ribonuclease,1IZP,1,sodium,Metal/cations,missing,mildly acidic,ambient,vapor diffusion - hanging drop,0
ribonuclease,1IZQ,1,sodium,Metal/cations,missing,mildly acidic,ambient,vapor diffusion - hanging drop,0
ribonuclease,1IZR,1,sodium,Metal/cations,missing,mildly acidic,ambient,vapor diffusion - hanging drop,0
ribonuclease,1J1F,1,sodium,Metal/cations,mid,mildly acidic,ambient,vapor diffusion - hanging drop,0
ribonuclease,1J1G,1,sodium,Metal/cations,mid,neutral,ambient,vapor diffusion - hanging drop,0
ribonuclease,1JN4,1,sodium,Metal/cations,missing,mildly acidic,ambient,vapor diffusion - hanging drop,0
ribonuclease,1JVT,1,sodium,Metal/cations,missing,acidic,ambient,vapor diffusion - hanging drop,0
ribonuclease,1JVU,1,sodium,Metal/cations,missing,acidic,ambient,vapor diffusion - hanging drop,0
ribonuclease,1JVV,1,sodium,Metal/cations,missing,acidic,ambient,vapor diffusion - hanging drop,0
ribonuclease,1LOV,1,sodium,Metal/cations,missing,acidic,ambient,vapor diffusion - hanging drop,0
ribonuclease,1LOW,1,sodium,Metal/cations,missing,acidic,ambient,vapor diffusion - hanging drop,0
ribonuclease,1LOY,1,sodium,Metal/cations,missing,acidic,ambient,vapor diffusion - hanging drop,0
ribonuclease,1M07,1,sodium,Metal/cations,low-mid,mildly acidic,ambient,vapor diffusion - hanging drop,0
ribonuclease,1MGR,1,sodium,Metal/cations,missing,acidic,ambient,vapor diffusion - hanging drop,0
ribonuclease,1N1X,1,sodium,Metal/cations,missing,basic,ambient,vapor diffusion - sitting drop,0
ribonuclease,1N3Z,1,sodium,Metal/cations,missing,basic,ambient,vapor diffusion - sitting drop,0
ribonuclease,1NZ0,1,sodium,Metal/cations,missing,acidic,ambient,vapor diffusion - hanging drop,0
ribonuclease,1O0F,1,sodium,Metal/cations,low-mid,mildly acidic,ambient,vapor diffusion - hanging drop,0
ribonuclease,1O0H,1,sodium,Metal/cations,low-mid,mildly acidic,ambient,vapor diffusion - hanging drop,0
ribonuclease,1O0M,1,sodium,Metal/cations,low-mid,mildly acidic,ambient,vapor diffusion - hanging drop,0
ribonuclease,1O0N,1,sodium,Metal/cations,low-mid,mildly acidic,ambient,vapor diffusion - hanging drop,0
ribonuclease,1O0O,1,sodium,Metal/cations,low-mid,mildly acidic,ambient,vapor diffusion - hanging drop,0
ribonuclease,1QHC,1,sodium,Metal/cations,low-mid,mildly acidic,missing,vapor diffusion - hanging drop,0
ribonuclease,1R5D,1,sodium,Metal/cations,mid,basic,ambient,vapor diffusion - hanging drop,0
